,movieId,rating,userId
127,3269,4.0,547.0
128,2172,4.0,564.0
129,7209,4.0,73.0
130,1224,3.0,268.0
131,1675,2.0,457.0
132,6682,4.5,73.0
133,4871,4.0,105.0
134,5786,2.5,213.0
135,994,2.5,553.0
136,1140,2.5,509.0
137,404,3.0,306.0
138,6216,3.5,339.0
139,996,4.0,282.0
140,2529,3.0,407.0
141,125,4.0,254.0
142,1567,5.0,553.0
143,2784,2.0,468.0
144,1257,4.0,509.0
145,208,4.0,452.0
146,6848,5.0,544.0
147,977,4.5,583.0
148,598,3.0,25.0
149,1562,3.0,665.0
150,58,3.0,548.0
151,70,3.5,293.0
152,207,5.0,304.0
153,5490,3.0,213.0
154,6243,1.5,384.0
155,4882,4.5,654.0
156,1102,4.0,407.0
157,1,4.0,151.0
158,2538,1.5,213.0
159,496,3.0,319.0
160,2530,1.0,605.0
161,1882,3.0,388.0
162,2173,4.0,306.0
163,6466,3.0,334.0
164,5336,1.5,427.0
165,4585,3.5,596.0
166,535,3.5,88.0
167,819,5.0,551.0
168,3335,4.0,119.0
169,1568,1.0,504.0
170,8518,2.5,48.0
171,744,2.5,648.0
172,6654,3.0,624.0
173,4425,4.0,380.0
174,1143,3.5,23.0
175,87,3.0,434.0
176,8904,4.5,664.0
177,7525,3.0,457.0
178,2909,3.0,58.0
179,957,3.0,231.0
180,2083,2.0,220.0
181,2636,4.0,95.0
182,2176,2.0,471.0
183,839,3.0,580.0
184,1905,3.0,33.0
185,1410,3.0,466.0
186,1038,4.0,547.0
187,5434,3.0,587.0
188,7842,4.0,481.0
189,744,4.0,93.0
190,207,3.0,537.0
191,4251,3.0,212.0
192,2553,0.5,405.0
193,12,5.0,518.0
194,1390,4.0,285.0
195,7803,4.0,15.0
196,479,5.0,391.0
197,2154,3.5,105.0
198,6539,4.0,146.0
199,1665,5.0,346.0
200,2469,4.0,466.0
201,1843,4.0,439.0
202,7094,4.5,531.0
203,2037,5.0,617.0
204,1590,3.0,605.0
205,1015,3.5,243.0
206,6820,3.0,26.0
207,872,3.0,452.0
208,527,3.5,262.0
209,3062,4.0,220.0
210,199,3.0,390.0
211,183,4.0,389.0
212,652,1.5,457.0
213,1961,4.0,533.0
214,1305,4.0,510.0
215,886,4.0,509.0
216,986,4.0,344.0
217,7962,4.0,624.0
218,6670,4.0,402.0
219,1209,3.0,411.0
220,4812,2.0,311.0
221,1517,4.0,379.0
222,4184,1.0,609.0
223,1676,3.0,243.0
224,888,3.0,509.0
225,6257,4.5,283.0
226,2541,4.0,56.0
227,839,4.0,185.0
228,122,3.0,507.0
229,232,5.0,442.0
230,1209,5.0,408.0
231,5823,5.0,81.0
232,2700,4.0,515.0
233,1336,3.5,77.0
234,1353,4.0,518.0
235,971,4.0,19.0
236,1253,5.0,530.0
237,1359,3.5,120.0
238,49,4.0,451.0
239,304,2.5,461.0
240,961,3.0,390.0
241,1419,1.0,461.0
242,848,4.0,91.0
243,6746,2.0,457.0
244,648,4.0,388.0
245,8314,2.0,624.0
246,2147,4.0,350.0
247,7990,2.5,48.0
248,522,3.0,588.0
249,2024,2.0,119.0
250,31,3.0,155.0
251,1162,4.0,518.0
252,6436,3.0,353.0
253,1577,3.0,558.0
254,6309,3.0,580.0
255,483,2.0,598.0
256,3856,4.0,8.0
257,27,4.0,434.0
258,1343,3.0,388.0
259,6951,4.0,371.0
260,2063,3.5,73.0
261,6261,2.5,547.0
262,7828,4.5,15.0
263,626,5.0,248.0
264,2398,3.5,562.0
265,1336,4.5,345.0
266,7527,3.0,394.0
267,722,5.0,222.0
268,5109,4.0,488.0
269,1670,2.0,195.0
270,262,4.0,568.0
271,3123,4.0,439.0
272,6016,3.0,380.0
273,8720,5.0,287.0
274,2552,3.5,509.0
275,381,4.0,242.0
276,341,3.0,516.0
277,422,4.0,548.0
278,650,3.0,100.0
279,233,5.0,536.0
280,1112,4.0,247.0
281,963,4.0,164.0
282,7422,3.0,48.0
283,4515,3.5,547.0
284,7912,4.0,287.0
285,1142,4.0,617.0
286,4288,2.0,547.0
287,302,2.0,555.0
288,2458,4.0,466.0
289,1987,0.5,501.0
290,5485,4.0,528.0
291,4891,3.5,268.0
292,6222,3.0,468.0
293,974,4.0,15.0
294,1522,4.5,577.0
295,6929,5.0,61.0
296,6045,2.0,468.0
297,7757,2.5,402.0
298,1692,3.0,439.0
299,1209,5.0,452.0
300,1016,5.0,577.0
301,2094,2.0,575.0
302,37,4.0,219.0
303,199,3.0,254.0
304,2992,3.0,130.0
305,483,4.0,372.0
306,119,4.0,70.0
307,7575,5.0,138.0
308,957,3.5,460.0
309,5015,4.5,17.0
310,6654,3.5,199.0
311,9,4.0,285.0
312,2368,2.5,586.0
313,8637,1.5,570.0
314,521,3.0,552.0
315,6855,3.0,475.0
316,6691,2.0,73.0
317,2740,4.5,23.0
318,1679,1.0,463.0
319,8131,4.0,73.0
320,649,1.0,408.0
321,3033,5.0,562.0
322,170,2.5,607.0
323,144,2.0,409.0
324,440,4.0,73.0
325,680,4.0,90.0
326,4,4.0,162.0
327,8944,3.5,15.0
328,1980,3.0,529.0
329,253,4.0,659.0
330,6840,2.5,580.0
331,2824,4.5,547.0
332,4650,0.5,452.0
333,1530,3.5,457.0
334,1429,2.0,367.0
335,7951,0.5,15.0
336,1815,4.0,646.0
337,5548,3.0,382.0
338,1645,2.5,340.0
339,1091,4.0,57.0
340,1040,2.0,358.0
341,196,4.0,218.0
342,5395,3.0,522.0
343,449,1.5,311.0
344,2374,5.0,475.0
345,2752,3.5,355.0
346,9,3.0,82.0
347,4693,4.0,509.0
348,5809,3.5,77.0
349,8055,5.0,544.0
350,4811,4.0,452.0
351,8226,5.0,334.0
352,2838,2.0,452.0
353,122,3.0,529.0
354,4884,3.0,295.0
355,7183,4.0,364.0
356,4389,2.0,73.0
357,975,5.0,514.0
358,4884,2.5,238.0
359,1777,3.0,452.0
360,690,1.5,580.0
361,1251,4.5,339.0
362,977,5.0,358.0
363,4085,3.0,157.0
364,634,4.0,543.0
365,2167,2.0,644.0
366,318,4.0,655.0
367,981,5.0,245.0
368,930,4.0,351.0
369,2340,3.5,352.0
370,284,5.0,109.0
371,964,5.0,23.0
372,3199,5.0,453.0
373,3463,3.0,212.0
374,262,3.0,514.0
375,2366,2.5,547.0
376,725,4.5,23.0
377,885,3.0,461.0
378,2160,2.0,195.0
379,858,5.0,219.0
380,1253,4.0,199.0
381,1216,4.0,518.0
382,3181,4.0,587.0
383,3113,5.0,150.0
384,741,3.5,98.0
385,7327,5.0,56.0
386,1051,4.0,463.0
387,1131,4.0,550.0
388,1193,4.0,564.0
389,866,3.5,621.0
390,4614,2.0,166.0
391,5323,4.0,468.0
392,4801,3.5,52.0
393,1001,4.0,262.0
394,121,4.0,493.0
395,3210,4.0,441.0
396,1247,3.0,212.0
397,8811,4.0,380.0
398,8470,4.0,475.0
399,406,3.0,608.0
400,871,3.0,215.0
401,561,4.0,39.0
402,4231,5.0,519.0
403,5479,3.5,17.0
404,3223,3.0,509.0
405,4085,4.0,165.0
406,3233,3.5,268.0
407,1124,4.0,247.0
408,5540,3.0,199.0
409,2804,2.0,15.0
410,1790,2.0,30.0
411,7679,3.5,73.0
412,428,3.0,524.0
413,3859,3.0,23.0
414,46,2.0,514.0
415,6820,4.5,475.0
416,658,1.0,15.0
417,5069,4.0,255.0
418,1526,3.0,232.0
419,7575,2.0,655.0
420,1888,2.0,509.0
421,1275,2.5,73.0
422,1744,5.0,463.0
423,1173,5.0,102.0
424,599,3.0,312.0
425,652,3.0,44.0
426,607,5.0,99.0
427,1583,4.0,4.0
428,3123,4.5,430.0
429,328,4.0,5.0
430,693,3.0,509.0
431,2065,3.0,30.0
432,5626,4.0,68.0
433,6,5.0,382.0
434,1246,4.0,363.0
435,536,3.0,182.0
436,847,2.0,510.0
437,1973,5.0,17.0
438,2538,3.5,560.0
439,953,4.0,125.0
440,3217,3.5,417.0
441,4610,4.5,136.0
442,18,1.0,92.0
443,622,2.0,394.0
444,15,4.0,481.0
445,4821,4.0,660.0
446,1287,3.0,312.0
447,6238,4.0,547.0
448,1573,3.0,518.0
449,2147,3.0,580.0
450,1330,3.0,631.0
451,5155,4.0,570.0
452,1906,4.0,53.0
453,521,5.0,219.0
454,388,1.0,414.0
455,7236,4.0,73.0
456,2189,5.0,547.0
457,2997,1.0,15.0
458,284,3.0,470.0
459,4879,3.5,509.0
460,365,4.0,487.0
461,960,5.0,358.0
462,4139,4.5,295.0
463,1822,4.0,564.0
464,8478,3.0,547.0
465,2212,2.0,531.0
466,1013,4.5,208.0
467,2414,3.5,187.0
468,5641,4.0,587.0
469,1288,4.5,480.0
470,444,2.0,472.0
471,163,4.0,242.0
472,3967,4.5,431.0
473,5633,4.0,294.0
474,1479,2.0,564.0
475,1515,4.0,520.0
476,9,3.0,288.0
477,3228,4.5,544.0
478,1919,4.0,313.0
479,254,4.0,564.0
480,4398,4.0,384.0
481,2288,5.0,285.0
482,2241,3.0,102.0
483,1208,2.0,105.0
484,8641,1.5,15.0
485,6178,4.0,522.0
486,2037,1.0,15.0
487,485,4.0,594.0
488,519,3.0,416.0
489,1105,3.0,318.0
490,2700,5.0,23.0
491,7159,5.0,132.0
492,321,4.0,243.0
493,6387,4.0,664.0
494,2212,4.0,597.0
495,3419,3.5,418.0
496,4422,4.5,426.0
497,309,2.0,79.0
498,9082,3.5,15.0
499,1120,5.0,4.0
500,962,3.5,152.0
501,32,3.0,447.0
502,3805,4.0,574.0
503,2213,2.0,628.0
504,258,4.0,370.0
505,4231,4.0,176.0
506,5,4.0,459.0
507,5485,2.5,574.0
508,7405,3.0,213.0
509,2168,2.5,461.0
510,2763,3.0,15.0
511,4732,3.0,217.0
512,6882,3.5,580.0
513,15,4.0,472.0
514,174,3.0,165.0
515,5,5.0,413.0
516,1097,1.0,358.0
517,1072,3.0,514.0
518,2956,5.0,34.0
519,6469,2.0,580.0
520,2818,5.0,592.0
521,8623,3.0,600.0
522,315,3.0,32.0
523,8076,3.0,270.0
524,2148,4.5,165.0
525,2004,3.5,468.0
526,6916,4.5,13.0
527,2385,4.0,472.0
528,2987,3.0,575.0
529,2120,4.0,585.0
530,1359,3.0,545.0
531,7670,2.0,15.0
532,163,5.0,517.0
533,7179,4.0,624.0
534,6219,3.5,563.0
535,3601,3.0,500.0
536,2241,4.0,597.0
537,2998,5.0,283.0
538,7769,4.5,73.0
539,7675,4.5,275.0
540,1379,4.0,177.0
541,1350,2.0,195.0
542,1788,1.0,547.0
543,2610,2.5,73.0
544,2243,2.5,165.0
545,2164,2.5,313.0
546,697,3.0,564.0
547,2946,3.0,580.0
548,1199,4.5,654.0
549,48,4.5,607.0
550,769,5.0,242.0
551,1212,1.0,15.0
552,7281,4.0,48.0
553,1574,3.0,423.0
554,3637,1.0,624.0
555,5127,4.5,268.0
556,483,3.0,462.0
557,1780,3.0,285.0
558,8718,4.5,600.0
559,3419,5.0,671.0
560,2340,4.0,295.0
561,4481,3.5,299.0
562,4891,4.0,125.0
563,1794,3.5,353.0
564,7748,3.5,380.0
565,1857,4.0,529.0
566,3421,4.0,30.0
567,2186,5.0,30.0
568,520,4.0,602.0
569,3873,5.0,526.0
570,1576,4.0,102.0
571,535,2.0,77.0
572,2159,3.0,268.0
573,6552,4.0,212.0
574,3829,4.0,652.0
575,1045,5.0,4.0
576,2898,4.0,195.0
577,1523,5.0,458.0
578,1012,3.5,461.0
579,550,3.0,461.0
580,1261,4.0,105.0
581,3980,3.5,262.0
582,8858,2.0,15.0
583,995,0.5,346.0
584,6854,4.0,56.0
585,383,2.0,421.0
586,1728,4.0,518.0
587,6735,4.0,553.0
588,1018,5.0,547.0
589,829,4.0,564.0
590,427,3.0,381.0
591,266,5.0,171.0
592,3031,4.0,69.0
593,2780,3.5,587.0
594,3010,3.0,306.0
595,238,3.0,667.0
596,2645,3.5,520.0
597,31,5.0,34.0
598,523,3.0,647.0
599,3180,3.0,626.0
600,258,3.0,86.0
601,42,3.0,21.0
602,3347,3.5,311.0
603,6700,2.5,72.0
604,1904,3.5,73.0
605,3521,3.0,547.0
606,6040,4.5,468.0
607,4002,2.5,423.0
608,198,4.0,182.0
609,8636,2.5,547.0
610,4517,4.0,472.0
611,284,3.0,294.0
612,5,5.0,224.0
613,6260,4.5,23.0
614,2493,4.0,4.0
615,6580,4.0,380.0
616,8328,1.0,133.0
617,7713,3.5,199.0
618,1224,3.0,450.0
619,1478,3.0,439.0
620,1932,3.0,136.0
621,232,4.5,267.0
622,3711,4.0,433.0
623,2953,4.0,533.0
624,2161,1.0,564.0
625,1013,4.0,239.0
626,1940,4.0,559.0
627,6643,4.0,615.0
628,6313,3.0,384.0
629,1209,4.0,562.0
630,3801,5.0,304.0
631,6796,4.0,380.0
632,644,0.5,627.0
633,97,4.0,447.0
634,3871,4.5,234.0
635,6787,3.5,163.0
636,1013,4.0,578.0
637,6309,4.5,250.0
638,2992,3.5,73.0
639,493,4.0,110.0
640,2004,3.5,5.0
641,1370,2.0,509.0
642,42,4.0,354.0
643,7123,3.5,531.0
644,7808,5.0,406.0
645,8783,4.0,660.0
646,6750,5.0,480.0
647,644,3.5,615.0
648,3002,4.5,300.0
649,772,3.0,575.0
650,2338,3.5,75.0
651,660,4.0,434.0
652,1102,4.0,668.0
653,2199,2.0,294.0
654,5498,3.5,547.0
655,1486,3.5,327.0
656,584,3.0,653.0
657,524,4.0,433.0
658,472,0.5,394.0
659,48,4.5,26.0
660,156,2.0,85.0
661,703,5.0,81.0
662,2212,4.0,95.0
663,1848,4.0,150.0
664,2164,3.0,665.0
665,6456,4.0,382.0
666,625,2.0,659.0
667,4598,5.0,443.0
668,8407,2.0,547.0
669,527,4.0,402.0
670,741,3.0,505.0
671,263,4.0,105.0
672,2559,3.0,461.0
673,3470,3.5,557.0
674,1029,2.0,311.0
675,334,3.0,241.0
676,2422,3.0,669.0
677,681,3.0,382.0
678,2288,4.0,103.0
679,2552,5.0,14.0
680,2309,3.5,654.0
681,3313,1.0,452.0
682,2619,3.5,397.0
683,1045,4.0,316.0
684,8308,1.5,15.0
685,875,5.0,65.0
686,3419,3.5,17.0
687,472,5.0,313.0
688,1915,4.0,214.0
689,4855,1.5,418.0
690,2679,3.0,165.0
691,524,3.0,390.0
692,2611,0.5,607.0
693,441,3.0,329.0
694,6916,4.0,524.0
695,1001,4.0,306.0
696,3608,3.5,405.0
697,184,2.0,220.0
698,719,4.0,452.0
699,4800,3.5,73.0
700,1023,5.0,58.0
701,941,2.0,119.0
702,100,5.0,523.0
703,8818,3.0,624.0
704,985,5.0,65.0
705,1843,4.5,307.0
706,7450,4.0,56.0
707,966,4.0,268.0
708,2,3.0,516.0
709,6,5.0,182.0
710,485,5.0,408.0
711,2173,3.0,185.0
712,6152,2.0,624.0
713,1120,3.0,561.0
714,1480,3.5,562.0
715,410,1.0,547.0
716,2700,2.0,322.0
717,2079,3.0,580.0
718,2378,4.0,608.0
719,6948,3.0,26.0
720,5619,4.0,624.0
721,1011,5.0,83.0
722,1359,3.0,14.0
723,54,0.5,63.0
724,1199,4.0,518.0
725,3367,4.5,218.0
726,1260,3.0,623.0
727,8705,4.0,149.0
728,6820,3.0,94.0
729,2809,4.0,605.0
730,16,4.5,371.0
731,2026,4.5,546.0
732,1003,5.0,134.0
733,6571,5.0,430.0
734,4085,4.5,61.0
735,2752,4.0,580.0
736,1313,4.0,509.0
737,5636,2.5,15.0
738,283,2.0,421.0
739,3601,2.5,75.0
740,861,4.0,646.0
741,4608,4.0,48.0
742,1019,5.0,410.0
743,966,4.0,380.0
744,4855,4.0,56.0
745,1698,5.0,232.0
746,133,4.0,265.0
747,1281,4.0,195.0
748,6367,4.0,442.0
749,561,3.0,516.0
750,826,4.0,595.0
751,1029,4.0,214.0
752,1642,3.5,479.0
753,8705,3.0,624.0
754,8701,4.5,104.0
755,6152,4.0,561.0
756,7288,2.5,213.0
757,3951,2.0,33.0
758,7670,3.0,501.0
759,2138,3.0,651.0
760,1702,5.0,599.0
761,6628,3.0,366.0
762,152,3.0,590.0
763,4796,5.0,652.0
764,2288,4.0,15.0
765,2103,2.5,370.0
766,1938,4.0,246.0
767,3047,5.0,198.0
768,4887,4.0,654.0
769,1036,4.0,646.0
770,951,4.5,17.0
771,6945,3.5,599.0
772,4792,3.5,295.0
773,840,3.0,518.0
774,334,2.5,157.0
775,1367,5.0,388.0
776,4942,4.5,388.0
777,4048,5.0,297.0
778,30,4.0,511.0
779,2004,4.0,295.0
780,1013,4.0,587.0
781,7508,5.0,428.0
782,485,4.0,130.0
783,343,4.0,247.0
784,1108,1.5,353.0
785,6158,3.5,402.0
786,1518,5.0,564.0
787,45,5.0,17.0
788,875,3.0,86.0
789,1580,2.0,557.0
790,2911,5.0,248.0
791,3461,2.0,520.0
792,3033,3.0,72.0
793,5402,4.0,384.0
794,5079,1.5,212.0
795,966,3.0,87.0
796,1901,3.0,509.0
797,982,3.5,423.0
798,934,4.0,148.0
799,1332,3.0,574.0
800,832,3.0,387.0
801,48,5.0,92.0
802,6207,4.0,125.0
803,3002,3.0,243.0
804,1566,1.0,358.0
805,3081,3.0,131.0
806,2152,5.0,491.0
807,8164,3.5,547.0
808,1329,4.0,75.0
809,4855,4.0,664.0
810,284,4.0,595.0
811,1066,4.0,306.0
812,5397,3.0,509.0
813,1377,4.0,177.0
814,2335,4.0,119.0
815,299,4.0,436.0
816,4266,2.5,157.0
817,262,3.0,295.0
818,5958,3.0,382.0
819,494,1.0,111.0
820,2296,2.5,470.0
821,5626,2.5,257.0
822,4346,4.0,30.0
823,8771,2.5,624.0
824,2463,4.0,102.0
825,2645,3.5,107.0
826,3974,3.0,624.0
827,1652,3.5,582.0
828,2337,3.0,505.0
829,7757,3.5,199.0
830,7338,4.0,48.0
831,6539,4.5,664.0
832,3530,4.0,103.0
833,721,3.0,382.0
834,4821,4.5,428.0
835,2860,3.0,407.0
836,6460,4.5,442.0
837,875,4.0,358.0
838,7672,5.0,600.0
839,447,3.0,534.0
840,951,5.0,297.0
841,292,2.5,73.0
842,811,2.0,58.0
843,817,3.0,514.0
844,39,5.0,431.0
845,985,3.0,262.0
846,6535,3.0,468.0
847,1860,4.0,647.0
848,4587,4.5,273.0
849,2210,2.0,427.0
850,320,3.0,396.0
851,1940,5.0,518.0
852,427,5.0,32.0
853,284,4.5,146.0
854,1942,2.0,412.0
855,870,4.5,460.0
856,2062,3.5,54.0
857,5584,3.5,563.0
858,2050,2.0,358.0
859,2159,3.0,439.0
860,8470,4.0,149.0
861,124,2.5,212.0
862,744,3.0,94.0
863,2105,4.0,190.0
864,1332,2.0,56.0
865,266,3.0,194.0
866,4139,4.5,134.0
867,1335,1.0,285.0
868,262,2.5,77.0
869,2380,4.0,105.0
870,2218,3.0,645.0
871,1008,3.0,505.0
872,1024,4.0,142.0
873,7575,5.0,212.0
874,24,4.0,529.0
875,3089,3.5,664.0
876,6296,5.0,442.0
877,6291,3.0,61.0
878,225,4.0,617.0
879,4968,3.5,468.0
880,1520,2.0,56.0
881,2743,2.5,457.0
882,7575,2.0,238.0
883,5168,4.0,73.0
884,282,4.0,518.0
885,8947,4.0,371.0
886,7091,2.5,255.0
887,190,5.0,598.0
888,770,5.0,597.0
889,2338,3.0,407.0
890,140,4.0,657.0
891,2161,3.0,472.0
892,724,3.5,5.0
893,2780,4.0,598.0
894,2686,4.0,417.0
895,952,5.0,581.0
896,10,4.0,641.0
897,4085,4.0,623.0
898,561,3.5,88.0
899,3175,2.5,547.0
900,7709,3.5,15.0
901,3176,4.0,564.0
902,1794,3.0,505.0
903,225,3.5,621.0
904,4560,4.0,243.0
905,6753,2.5,212.0
906,139,2.0,115.0
907,2515,2.0,119.0
908,2719,4.0,245.0
909,3834,2.0,30.0
910,1246,3.0,418.0
911,7520,3.5,380.0
912,132,3.0,241.0
913,332,4.0,344.0
914,7901,5.0,519.0
915,383,3.0,292.0
916,3510,3.5,243.0
917,1011,3.0,439.0
918,8241,4.5,652.0
919,4103,2.5,417.0
920,7462,4.5,339.0
921,4417,4.0,623.0
922,16,5.0,434.0
923,1025,2.0,580.0
924,6317,4.0,380.0
925,3,3.0,128.0
926,1716,3.0,346.0
927,2211,2.0,610.0
928,31,4.0,655.0
929,2004,3.5,500.0
930,4147,3.0,654.0
931,2824,3.0,412.0
932,207,3.5,468.0
933,748,2.0,311.0
934,975,5.0,96.0
935,271,3.0,509.0
936,8596,4.0,402.0
937,5026,5.0,46.0
938,3253,2.0,547.0
939,4786,3.0,353.0
940,1538,4.0,123.0
941,2235,3.5,68.0
942,96,2.0,468.0
943,6820,5.0,433.0
944,360,2.5,73.0
945,1058,4.0,514.0
946,2895,3.0,15.0
947,522,4.5,471.0
948,5942,3.5,73.0
949,0,2.0,421.0
950,7984,2.0,262.0
951,1843,3.5,303.0
952,7097,4.0,250.0
953,1364,4.0,654.0
954,3501,1.0,609.0
955,681,5.0,465.0
956,4147,2.0,475.0
957,344,5.0,145.0
958,8839,5.0,519.0
959,4921,3.5,294.0
960,2749,2.0,575.0
961,1131,5.0,160.0
962,3660,1.5,461.0
963,626,5.0,420.0
964,1503,5.0,222.0
965,2339,4.0,102.0
966,949,2.0,518.0
967,2374,4.0,200.0
968,1414,3.0,665.0
969,1581,4.5,159.0
970,2161,1.0,105.0
971,6998,2.5,187.0
972,615,2.5,94.0
973,2407,4.0,472.0
974,8765,2.5,624.0
975,8394,3.5,600.0
976,1992,5.0,247.0
977,45,1.0,381.0
978,4688,2.0,596.0
979,6702,3.0,380.0
980,7122,5.0,179.0
981,274,4.5,359.0
982,238,5.0,487.0
983,284,5.0,523.0
984,7951,3.5,91.0
985,7060,3.5,380.0
986,7790,3.0,380.0
987,1472,4.0,61.0
988,6296,4.0,620.0
989,1764,4.0,243.0
990,4879,5.0,431.0
991,2935,4.0,339.0
992,1036,4.0,119.0
993,1257,4.0,248.0
994,6743,3.0,94.0
995,4430,1.0,580.0
996,964,5.0,587.0
997,2069,4.0,373.0
998,535,4.0,215.0
999,307,4.0,330.0
1000,6700,3.0,457.0
1001,2953,4.0,119.0
1002,5152,4.5,519.0
1003,4782,3.0,111.0
1004,6132,3.5,15.0
1005,314,5.0,421.0
1006,8902,4.0,40.0
1007,1055,4.5,311.0
1008,6172,2.5,486.0
1009,1702,5.0,472.0
1010,4417,2.5,384.0
1011,5993,4.5,582.0
1012,6980,5.0,54.0
1013,315,4.0,641.0
1014,8783,4.5,347.0
1015,87,4.0,318.0
1016,3421,2.0,475.0
1017,6982,2.0,73.0
1018,1279,5.0,242.0
1019,4855,3.0,294.0
1020,2437,4.0,388.0
1021,990,4.0,102.0
1022,8182,4.5,133.0
1023,232,5.0,471.0
1024,1476,4.0,608.0
1025,3419,4.5,147.0
1026,2477,4.0,558.0
1027,6383,5.0,273.0
1028,2180,3.0,613.0
1029,284,4.5,199.0
1030,7097,4.5,501.0
1031,2487,3.0,468.0
1032,2161,1.5,176.0
1033,945,3.0,547.0
1034,3863,3.0,624.0
1035,4561,3.0,313.0
1036,455,3.0,215.0
1037,8857,4.0,652.0
1038,2506,3.0,500.0
1039,941,5.0,376.0
1040,7119,4.5,226.0
1041,3601,5.0,624.0
1042,6477,3.0,480.0
1043,7314,4.0,134.0
1044,1013,5.0,647.0
1045,990,1.0,306.0
1046,1045,3.0,119.0
1047,8552,2.0,624.0
1048,771,4.0,56.0
1049,561,3.0,188.0
1050,8700,4.0,56.0
1051,3184,1.0,509.0
1052,1150,3.0,564.0
1053,6980,4.0,355.0
1054,8064,5.0,238.0
1055,34,4.0,407.0
1056,1476,4.0,96.0
1057,1058,4.5,23.0
1058,292,1.0,380.0
1059,1167,3.0,262.0
1060,520,1.0,354.0
1061,419,4.0,487.0
1062,3801,2.5,500.0
1063,48,5.0,608.0
1064,2496,4.0,15.0
1065,3770,4.0,23.0
1066,284,5.0,150.0
1067,3847,3.5,664.0
1068,5,3.0,36.0
1069,2772,4.0,195.0
1070,733,5.0,342.0
1071,2059,1.0,412.0
1072,1091,2.0,482.0
1073,444,4.0,529.0
1074,858,4.0,15.0
1075,321,4.0,572.0
1076,1524,5.0,242.0
1077,607,4.0,63.0
1078,2746,0.5,94.0
1079,205,4.0,123.0
1080,1520,4.0,452.0
1081,8178,3.5,624.0
1082,4855,4.5,475.0
1083,485,5.0,177.0
1084,3198,3.0,381.0
1085,98,3.0,73.0
1086,4002,2.0,542.0
1087,840,5.0,277.0
1088,1905,4.0,380.0
1089,955,4.0,567.0
1090,1231,2.0,452.0
1091,2907,4.0,49.0
1092,3127,4.0,350.0
